COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
58,4049.74,3908.72,3956.41,3940,4016.92,4167.18,3914.87,3921.03,4048.21,3931.79,4012.31,4000.51,4061.03,3997.44,2068,2038,3.517,0,0,0,0,
59,4077.95,3933.33,3981.03,3948.21,4028.21,4154.36,3938.97,3955.38,4094.36,3974.87,4062.56,4034.87,4094.87,4031.79,2068,2037,3.524,0,0,0,0,
60,4111.79,3960.51,4011.28,3965.64,4018.46,4137.95,3958.97,3988.21,4120,3970.26,4102.56,4079.49,4117.44,4067.18,2067,2039,3.532,0,0,0,0,
61,4092.82,3943.08,3992.31,3957.95,4001.03,4150.77,3935.38,3958.46,4075.9,3945.13,4043.08,4050.77,4093.33,4042.05,2065,2042,3.544,0,0,0,0,
62,4085.64,3937.44,3983.59,3953.33,4008.72,4158.97,3929.74,3947.69,4062.56,3968.21,4028.72,4038.97,4100.51,4038.97,2065,2041,3.548,0,0,0,0,
63,4092.82,3942.56,3988.21,3955.38,4027.69,4149.74,3941.03,3962.05,4076.92,3970.77,4066.15,4056.41,4109.74,4049.74,2066,2041,3.556,0,0,0,0,
64,4078.46,3930.26,3975.38,3946.15,4031.28,4153.33,3933.85,3950.77,4066.15,3933.85,4049.23,4044.62,4075.9,4028.72,2071,2043,3.57,0,0,0,0,
65,4072.82,3929.23,3968.21,3938.97,4010.26,4147.18,3929.74,3942.56,4061.03,3924.62,4030.26,4037.95,4068.21,4023.08,2072,2045,3.575,0,0,0,0,
66,4080.51,3936.92,3973.85,3946.67,3997.95,4132.82,3937.44,3955.38,4073.85,3938.46,4044.62,4048.21,4089.74,4040.51,2074,2048,3.593,0,0,0,0,
67,4093.33,3947.69,3989.74,3959.49,4025.13,4138.46,3951.28,3974.36,4087.69,3969.23,4054.36,4058.97,4101.03,4054.87,2075,2050,3.601,0,0,0,0,
68,4105.64,3955.38,4006.15,3957.95,4018.97,4140,3958.97,3989.23,4090.77,3992.82,4064.62,4069.74,4107.69,4057.95,2074,2050,3.616,0,0,0,0,
69,4075.38,3922.56,3975.9,3938.46,3973.85,4142.56,3935.9,3961.54,4060.51,3930.77,4041.03,4041.03,4080,4026.15,2077,2050,3.619,0,0,0,0,
70,4056.41,3904.62,3950.77,3935.38,3997.95,4154.36,3923.08,3943.08,4051.28,3887.69,4018.46,4014.87,4055.38,4008.21,2076,2050,3.627,0,0,0,0,
71,4099.49,3952.31,3995.38,3953.85,4030.26,4142.05,3957.95,3987.69,4097.95,3967.18,4060.51,4061.03,4097.95,4050.77,2076,2050,3.638,0,0,0,0,
72,4111.79,3965.13,4013.85,3954.87,3989.23,4132.31,3967.18,4001.03,4105.13,4008.21,4073.85,4085.13,4117.95,4066.67,2074,2049,3.643,0,0,0,0,
73,4067.69,3919.49,3967.69,3937.44,3983.59,4150.77,3933.85,3950.26,4051.28,3917.44,4026.67,4035.38,4069.23,4022.56,2073,2048,3.657,0,0,0,0,
74,4070.77,3927.18,3968.21,3936.41,4024.1,4148.72,3939.49,3949.74,4049.23,3896.41,4033.85,4031.79,4070.26,4016.92,2073,2049,3.659,0,0,0,0,
75,4111.79,3965.13,4012.82,3953.85,4023.59,4138.97,3966.15,3989.74,4091.79,3981.54,4073.85,4075.38,4112.82,4056.92,2070,2052,3.666,0,0,0,0,
76,4112.31,3952.82,4012.82,3959.49,4012.82,4148.72,3962.05,3985.13,4090.26,3986.15,4063.08,4076.41,4106.67,4073.85,2069,2056,3.682,0,0,0,0,
77,4092.82,3934.36,3989.74,3945.13,4009.74,4143.59,3951.28,3967.69,4067.18,3930.77,4044.1,4054.87,4083.08,4056.92,2067,2059,3.691,0,0,0,0,
77,4092.82,3934.36,3989.74,3945.13,4009.74,4143.59,3951.28,3967.69,4067.18,3930.77,4044.1,4054.87,4083.08,4056.92,2067,2059,3.696,0,0,0,0,
77,4092.82,3934.36,3989.74,3945.13,4009.74,4143.59,3951.28,3967.69,4067.18,3930.77,4044.1,4054.87,4083.08,4056.92,2067,2059,3.701,0,0,0,0,
78,4091.79,3946.67,3992.82,3937.95,3994.87,4126.15,3956.41,3971.79,4069.23,3935.38,4054.36,4059.49,4089.23,4040.51,2065,2064,3.707,0,0,0,0,
79,4094.36,3947.69,3999.49,3944.1,3977.44,4125.13,3961.54,3977.44,4076.92,3955.9,4063.59,4065.64,4100,4044.62,2063,2067,3.715,0,0,0,0,
80,4094.87,3937.95,3995.9,3943.59,3969.23,4126.67,3953.33,3975.38,4082.56,3947.18,4060,4057.44,4093.85,4053.85,2063,2069,3.722,0,0,0,0,
81,4100,3950.26,3994.87,3938.97,4010.77,4137.44,3951.79,3978.46,4092.82,3951.28,4057.44,4054.36,4090.77,4049.74,2065,2070,3.73,0,0,0,0,
82,4097.44,3960.51,3994.87,3942.05,4046.67,4163.59,3967.69,3985.13,4083.59,3956.92,4056.92,4054.36,4094.36,4038.97,2068,2066,3.738,0,0,0,0,
83,4083.59,3944.62,3985.13,3939.49,3976.41,4146.15,3963.08,3980.51,4072.31,3928.21,4048.21,4043.59,4087.69,4028.21,2069,2065,3.749,0,0,0,0,
84,4091.28,3940.51,3986.67,3936.92,3950.26,4119.49,3941.54,3979.49,4086.15,3927.69,4046.67,4043.59,4081.03,4032.82,2066,2063,3.753,0,0,0,0,
85,4110.77,3958.97,4006.15,3946.15,4049.74,4144.62,3948.21,3988.72,4092.82,3972.82,4058.46,4066.67,4096.41,4057.44,2068,2064,3.761,0,0,0,0,
86,4109.23,3966.67,4012.82,3943.08,4072.31,4162.56,3967.18,3994.36,4091.79,3992.82,4065.13,4075.38,4112.82,4063.59,2068,2056,3.769,0,0,0,0,
87,4097.95,3955.38,3998.46,3930.77,3997.44,4145.13,3964.62,3992.31,4093.85,3964.62,4057.95,4058.46,4098.97,4046.67,2067,2055,3.777,0,0,0,0,
88,4089.23,3941.03,3985.64,3927.69,3984.62,4147.69,3951.79,3981.03,4083.08,3941.03,4046.15,4047.69,4080.51,4038.97,2067,2052,3.785,0,0,0,0,
89,4092.31,3944.62,3990.77,3931.28,4011.28,4156.41,3949.74,3974.87,4062.56,3935.38,4049.23,4054.36,4082.56,4044.62,2066,2050,3.792,0,0,0,0,
90,4106.67,3967.69,4001.03,3938.97,4015.38,4134.36,3957.44,3989.74,4063.59,3952.31,4062.05,4063.08,4095.9,4046.67,2066,2052,3.8,0,0,0,0,
91,4104.1,3969.23,3995.38,3938.97,4015.38,4126.67,3954.36,4000,4072.82,3972.82,4052.82,4057.44,4096.41,4038.97,2066,2057,3.808,0,0,0,0,
92,4078.97,3945.64,3977.44,3927.18,4006.67,4147.18,3941.54,3980.51,4066.67,3936.41,4031.28,4041.03,4079.49,4028.72,2066,2059,3.816,0,0,0,0,
93,4086.15,3956.41,3989.23,3930.77,4014.87,4147.69,3957.44,3992.31,4075.38,3925.13,4047.18,4054.36,4086.67,4043.59,2066,2061,3.825,0,0,0,0,
94,4118.46,3983.59,4021.03,3946.67,4028.21,4142.05,3984.62,4027.69,4095.9,3984.62,4071.79,4088.21,4109.74,4063.59,2067,2058,3.832,0,0,0,0,
95,4106.67,3961.03,4010.26,3931.79,3998.97,4150.26,3965.13,4008.72,4077.44,3976.92,4050.77,4073.85,4093.33,4044.62,2066,2053,3.84,0,0,0,0,
