COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
19,4298.97,3974.87,4373.33,4164.1,4276.92,4157.95,4565.64,4521.54,4270.77,4334.36,4379.49,4396.92,3978.97,4556.92,2052,2030,9.126,0,0,0,0,
20,4305.64,3984.1,4377.95,4167.18,4279.49,4163.08,4569.23,4521.03,4284.62,4343.08,4385.64,4402.56,3984.62,4559.49,2052,2030,9.134,0,0,0,0,
21,4323.08,4003.59,4394.87,4174.36,4317.95,4177.95,4588.21,4537.95,4306.67,4368.21,4399.49,4415.38,4008.72,4569.23,2052,2034,9.142,0,0,0,0,
22,4313.33,3993.33,4386.67,4170.77,4293.33,4173.85,4583.59,4533.33,4302.05,4372.31,4391.28,4403.08,4007.69,4564.1,2054,2033,9.15,0,0,0,0,
23,4302.05,3981.03,4373.85,4166.67,4268.21,4165.13,4572.82,4521.54,4292.31,4355.38,4372.82,4392.31,3998.46,4554.36,2053,2033,9.158,0,0,0,0,
24,4307.18,3986.15,4379.49,4167.18,4287.69,4169.23,4584.1,4531.79,4300.51,4344.62,4368.72,4397.95,4000.51,4551.79,2053,2033,9.166,0,0,0,0,
25,4309.74,3988.21,4382.56,4164.62,4286.15,4167.69,4587.69,4533.85,4301.54,4343.08,4374.36,4400,4002.05,4552.82,2053,2033,9.173,0,0,0,0,
26,4312.82,3996.92,4381.54,4163.08,4286.15,4163.59,4581.54,4528.21,4297.44,4359.49,4377.44,4406.67,4010.26,4555.9,2052,2030,9.182,0,0,0,0,
27,4318.97,4018.97,4387.18,4169.74,4314.87,4171.79,4588.21,4533.85,4295.38,4379.49,4381.03,4418.97,4017.44,4565.13,2050,2029,9.189,0,0,0,0,
28,4315.38,4023.59,4381.54,4165.64,4314.87,4169.23,4584.1,4523.59,4274.36,4377.95,4380,4410.26,4004.62,4561.54,2048,2028,9.197,0,0,0,0,
29,4312.31,4016.92,4366.15,4144.1,4293.33,4151.79,4564.62,4500,4247.69,4362.05,4366.15,4395.38,3994.36,4542.56,2047,2029,9.205,0,0,0,0,
30,4321.03,4029.74,4368.21,4131.79,4306.67,4146.15,4565.64,4506.15,4244.62,4355.9,4368.72,4402.56,4010.77,4544.1,2046,2031,9.213,0,0,0,0,
31,4327.18,4051.28,4378.97,4141.54,4323.59,4156.41,4582.05,4526.15,4256.92,4360,4387.18,4413.85,4024.62,4560,2046,2031,9.222,0,0,0,0,
32,4327.18,4060.51,4378.97,4150.77,4334.36,4168.72,4587.18,4531.28,4266.67,4360.51,4387.69,4412.82,4025.13,4562.56,2045,2032,9.229,0,0,0,0,
33,4334.87,4070.26,4376.92,4149.23,4362.56,4180.51,4586.15,4534.87,4270.77,4364.1,4381.54,4415.9,4030.26,4566.15,2045,2032,9.237,0,0,0,0,
34,4349.23,4088.72,4381.54,4154.87,4375.38,4180.51,4590.26,4544.62,4279.49,4378.46,4400.51,4431.28,4047.18,4586.15,2044,2030,9.244,0,0,0,0,
35,4356.92,4100,4385.13,4163.08,4352.82,4170.77,4592.82,4547.69,4287.69,4384.1,4411.28,4433.33,4055.38,4587.18,2044,2027,9.256,0,0,0,0,
36,4363.59,4108.72,4381.54,4162.56,4348.21,4168.21,4593.33,4551.28,4289.74,4389.74,4400,4426.67,4054.36,4576.92,2043,2024,9.26,0,0,0,0,
37,4371.28,4114.36,4372.82,4164.62,4372.31,4163.08,4591.79,4557.95,4286.67,4396.92,4398.46,4431.28,4060.51,4583.59,2044,2021,9.268,0,0,0,0,
38,4376.92,4104.62,4368.21,4172.82,4368.72,4151.28,4588.72,4556.92,4283.08,4382.05,4413.33,4443.59,4070.26,4592.31,2045,2020,9.277,0,0,0,0,
39,4392.82,4107.69,4383.59,4180.51,4366.67,4157.95,4596.92,4565.13,4293.33,4392.82,4428.72,4462.56,4089.74,4611.28,2045,2022,9.284,0,0,0,0,
40,4417.44,4147.18,4403.08,4191.79,4421.03,4182.56,4618.46,4589.23,4318.97,4447.18,4444.62,4489.74,4118.46,4642.56,2044,2025,9.292,0,0,0,0,
41,4432.82,4177.44,4400.51,4203.59,4458.46,4195.9,4633.85,4601.03,4330.26,4463.59,4454.87,4502.05,4132.31,4654.87,2045,2027,9.3,0,0,0,0,
42,4440,4182.05,4394.87,4209.74,4441.03,4196.92,4633.33,4598.46,4326.15,4446.15,4460.51,4503.59,4134.36,4653.85,2046,2027,9.311,0,0,0,0,
43,4444.62,4192.31,4399.49,4217.44,4443.59,4198.46,4630.26,4605.64,4331.28,4457.44,4468.21,4512.82,4143.59,4659.49,2045,2028,9.315,0,0,0,0,
44,4447.69,4208.72,4398.46,4220,4464.1,4204.1,4634.36,4623.08,4338.97,4467.18,4475.38,4520.51,4149.23,4661.54,2045,2030,9.323,0,0,0,0,
45,4446.15,4209.23,4388.72,4215.9,4456.92,4207.69,4635.9,4616.92,4331.28,4451.28,4473.33,4512.82,4142.05,4658.46,2047,2030,9.331,0,0,0,0,
46,4442.56,4196.92,4383.59,4214.36,4458.46,4198.97,4624.62,4592.82,4324.1,4455.38,4464.62,4502.05,4140.51,4656.92,2047,2028,9.339,0,0,0,0,
47,4445.64,4203.59,4387.69,4217.44,4481.03,4192.31,4614.36,4586.15,4330.77,4469.23,4457.44,4504.62,4147.69,4651.79,2048,2026,9.347,0,0,0,0,
48,4455.9,4236.92,4393.33,4219.49,4497.44,4201.03,4622.56,4598.46,4340.51,4476.92,4464.62,4514.36,4156.92,4655.38,2049,2020,9.355,0,0,0,0,
49,4459.49,4256.41,4401.03,4218.97,4480,4206.15,4627.69,4597.44,4343.08,4482.56,4477.95,4514.87,4170.26,4669.74,2050,2020,9.363,0,0,0,0,
50,4450.26,4246.15,4401.03,4220,4453.33,4200,4615.38,4584.1,4337.95,4455.38,4462.56,4507.18,4169.23,4667.18,2052,2025,9.371,0,0,0,0,
